"ST","NAICS","Total_RCPTOT","Total_ESTAB","Year"
39,"23",4269078,90763,2011
39,"236",1300502,21448,2011
39,"2361",1112440,18460,2011
39,"237",115882,1444,2011
39,"2371",8852,148,2011
39,"2379",22580,399,2011
39,"23799",22580,399,2011
39,"238",2847850,67799,2011
39,"2381",591740,12718,2011
39,"2382",430193,9800,2011
39,"23821",144205,4163,2011
39,"23822",247236,4797,2011
39,"23829",30894,596,2011
39,"2383",921469,25798,2011
39,"2389",903699,19459,2011
39,"484",1904084,20095,2011
39,"4841",1772507,18184,2011
39,"48411",470383,6043,2011
39,"4842",122037,1763,2011
39,"4853",57434,2615,2011
39,"2372",57655,408,2011
39,"23721",57655,408,2011
39,"2373",5195,119,2011
39,"23731",5195,119,2011
42,"23",5164084,93027,2011
42,"236",1622337,22345,2011
42,"2361",1433818,19782,2011
42,"237",129816,1329,2011
42,"2371",2481,75,2011
42,"2372",74259,384,2011
42,"23721",74259,384,2011
42,"2373",6644,113,2011
42,"23731",6644,113,2011
42,"2379",27131,426,2011
42,"23799",27131,426,2011
42,"238",3409308,69334,2011
42,"2381",560054,10047,2011
42,"2382",645844,12136,2011
42,"23821",256810,5816,2011
42,"23822",349755,5582,2011
42,"23829",34015,617,2011
42,"2383",1098883,25780,2011
42,"2389",1103884,21352,2011
42,"484",1535699,14268,2011
42,"4841",1419605,12892,2011
42,"48411",449092,5091,2011
42,"4842",113185,1331,2011
42,"4853",186026,5133,2011
17,"23",4369757,90342,2012
17,"236",1827507,30620,2012
17,"2361",1646657,27826,2012
17,"237",92560,1087,2012
17,"2372",49737,291,2012
17,"23721",49737,291,2012
17,"2373",7293,163,2012
17,"23731",7293,163,2012
17,"2379",18885,335,2012
17,"23799",18885,335,2012
17,"238",2437782,58501,2012
17,"2381",360012,8026,2012
17,"2382",500695,10852,2012
17,"23821",195758,4851,2012
17,"23822",262688,5193,2012
17,"23829",23947,485,2012
17,"2383",844630,23433,2012
17,"2389",726782,15995,2012
17,"484",2801036,33246,2012
17,"4841",2691559,31626,2012
17,"48411",644472,8730,2012
17,"4842",99662,1469,2012
17,"4853",536683,16761,2012
17,"2371",3628,95,2012
30,"23",615714,11792,2012
30,"236",258038,3861,2012
30,"2361",233618,3483,2012
30,"237",22335,292,2012
30,"2372",6857,55,2012
30,"23721",6857,55,2012
30,"2379",5767,99,2012
30,"23799",5767,99,2012
30,"238",331314,7585,2012
30,"2381",49109,1066,2012
30,"2382",44764,830,2012
30,"23821",15326,354,2012
30,"23822",20349,316,2012
30,"23829",2465,52,2012
30,"2383",104037,2729,2012
30,"2389",126656,2752,2012
30,"484",217556,1843,2012
30,"4841",193272,1609,2012
30,"48411",42293,531,2012
30,"4842",15311,162,2012
30,"2371",927,10,2012
30,"2373",149,9,2012
30,"23731",149,9,2012
30,"4853",211,10,2012
39,"23",4508357,88675,2012
39,"236",1393550,21463,2012
39,"2361",1169393,18374,2012
39,"237",116202,1387,2012
39,"2371",8549,140,2012
39,"2372",52642,337,2012
39,"23721",52642,337,2012
39,"2373",3122,61,2012
39,"23731",3122,61,2012
39,"2379",25102,368,2012
39,"23799",25102,368,2012
39,"238",2993458,65774,2012
39,"2381",642602,12354,2012
39,"2382",443279,9546,2012
39,"23821",147217,3989,2012
39,"23822",252055,4652,2012
39,"23829",31151,577,2012
39,"2383",962263,24968,2012
39,"2389",943256,18859,2012
39,"484",1938611,19922,2012
39,"4841",1809016,18077,2012
39,"48411",483368,5851,2012
39,"4842",125299,1776,2012
39,"4853",64409,2827,2012
42,"23",5254118,91156,2012
42,"236",1666372,22248,2012
42,"2361",1457538,19758,2012
42,"237",132133,1301,2012
42,"2371",3572,71,2012
42,"2372",79522,374,2012
42,"23721",79522,374,2012
42,"2373",6279,99,2012
42,"23731",6279,99,2012
42,"2379",24871,386,2012
42,"23799",24871,386,2012
42,"238",3453497,67569,2012
42,"2381",545561,9635,2012
42,"2382",659205,12110,2012
42,"23821",260382,5721,2012
42,"23822",357665,5646,2012
42,"23829",32386,579,2012
42,"2383",1121919,25004,2012
42,"2389",1125590,20790,2012
42,"484",1518290,14058,2012
42,"4841",1400913,12666,2012
42,"48411",449954,5023,2012
42,"4842",115183,1362,2012
42,"4853",195967,5310,2012
17,"23",4559957,91006,2013
17,"236",1890901,31148,2013
17,"2361",1713160,28345,2013
17,"237",85386,1033,2013
17,"2371",3849,90,2013
17,"2372",35876,233,2013
17,"23721",35876,233,2013
17,"2373",7950,143,2013
17,"23731",7950,143,2013
17,"2379",21179,303,2013
17,"23799",21179,303,2013
17,"238",2574210,58685,2013
17,"2381",374668,8041,2013
17,"2382",528225,11025,2013
17,"23821",199629,4880,2013
17,"23822",282807,5257,2013
17,"23829",26936,556,2013
17,"2383",894331,23342,2013
17,"2389",764732,15970,2013
17,"484",3051908,35936,2013
17,"4841",2944838,34314,2013
17,"48411",668734,8989,2013
17,"4842",93381,1464,2013
17,"4853",615023,18581,2013
30,"23",655853,11547,2013
30,"236",274734,3827,2013
30,"2361",254613,3453,2013
30,"237",24366,256,2013
30,"2372",10325,51,2013
30,"23721",10325,51,2013
30,"2379",5343,90,2013
30,"23799",5343,90,2013
30,"238",354324,7424,2013
30,"2381",59718,1094,2013
30,"2382",42434,783,2013
30,"23821",15533,333,2013
30,"23822",18744,302,2013
30,"23829",2123,45,2013
30,"2383",111087,2675,2013
30,"2389",133737,2676,2013
30,"484",205340,1784,2013
30,"4841",181236,1558,2013
30,"48411",41409,492,2013
30,"4842",19771,173,2013
30,"2373",202,10,2013
30,"23731",202,10,2013
30,"4853",57,3,2013
30,"2371",1632,16,2013
39,"23",4621344,89148,2013
39,"236",1431318,21968,2013
39,"2361",1210148,18809,2013
39,"237",116267,1363,2013
39,"2371",9648,125,2013
39,"2373",5029,90,2013
39,"23731",5029,90,2013
39,"2379",21631,310,2013
39,"23799",21631,310,2013
39,"238",3070066,65762,2013
39,"2381",644399,12125,2013
39,"2382",459298,9476,2013
39,"23821",153550,3923,2013
39,"23822",260796,4683,2013
39,"23829",30159,575,2013
39,"2383",1017470,25363,2013
39,"2389",945973,18735,2013
39,"484",1927094,19824,2013
39,"4841",1804220,18015,2013
39,"48411",480564,5805,2013
39,"4842",118503,1739,2013
39,"4853",65394,2975,2013
39,"2372",56602,361,2013
39,"23721",56602,361,2013
42,"23",5384210,90943,2013
42,"236",1715291,22501,2013
42,"2361",1510077,20063,2013
42,"237",132790,1223,2013
42,"2371",4157,77,2013
42,"2372",75138,335,2013
42,"23721",75138,335,2013
42,"2373",5098,83,2013
42,"23731",5098,83,2013
42,"2379",30298,366,2013
42,"23799",30298,366,2013
42,"238",3534916,67197,2013
42,"2381",541863,9565,2013
42,"2382",693975,12074,2013
42,"23821",269477,5723,2013
42,"23822",380299,5601,2013
42,"23829",38461,651,2013
42,"2383",1151425,24788,2013
42,"2389",1146166,20740,2013
42,"484",1551044,14355,2013
42,"4841",1433030,12949,2013
42,"48411",464207,5064,2013
42,"4842",114816,1361,2013
42,"4853",209792,5585,2013
17,"23",4934450,93264,2014
17,"236",2052768,32391,2014
17,"2361",1867516,29483,2014
17,"237",87675,1038,2014
17,"2371",6002,76,2014
17,"2372",33261,235,2014
17,"23721",33261,235,2014
17,"2373",6306,140,2014
17,"23731",6306,140,2014
17,"2379",17383,247,2014
17,"23799",17383,247,2014
17,"238",2785311,59724,2014
17,"2381",417137,8123,2014
17,"2382",568053,11244,2014
17,"23821",219334,4985,2014
17,"23822",303260,5356,2014
17,"23829",29487,572,2014
17,"2383",965276,23944,2014
17,"2389",824064,16150,2014
17,"484",3619513,39708,2014
17,"4841",3496722,38010,2014
17,"48411",741805,9573,2014
17,"4842",111401,1571,2014
17,"4853",730089,24028,2014
30,"23",719833,11868,2014
30,"236",303734,3939,2014
30,"2361",276032,3565,2014
30,"237",24969,236,2014
30,"2372",12238,51,2014
30,"23721",12238,51,2014
30,"2379",5230,77,2014
30,"23799",5230,77,2014
30,"238",385919,7601,2014
30,"2381",69070,1120,2014
30,"2382",49729,843,2014
30,"23821",18142,366,2014
30,"23829",3804,60,2014
30,"2383",120181,2765,2014
30,"2389",141262,2666,2014
30,"484",211645,1816,2014
30,"4841",190624,1594,2014
30,"48411",46673,514,2014
30,"4842",15718,164,2014
30,"2373",945,7,2014
30,"23731",945,7,2014
30,"23822",20755,298,2014
30,"2371",1658,17,2014
30,"4853",411,22,2014
39,"23",4902107,90660,2014
39,"236",1509182,22094,2014
39,"2361",1275883,18915,2014
39,"237",119027,1331,2014
39,"2371",11161,148,2014
39,"2372",59565,349,2014
39,"23721",59565,349,2014
39,"2373",4821,112,2014
39,"23731",4821,112,2014
39,"2379",21418,322,2014
39,"23799",21418,322,2014
39,"238",3271054,67191,2014
39,"2381",673565,12223,2014
39,"2382",489462,9507,2014
39,"23821",160288,3855,2014
39,"23822",280271,4745,2014
39,"23829",37982,616,2014
39,"2383",1099881,26381,2014
39,"2389",1003258,18995,2014
39,"484",2143266,20706,2014
39,"4841",2016046,18912,2014
39,"48411",518909,5918,2014
39,"4842",120151,1728,2014
39,"4853",77648,4002,2014
42,"23",5566327,92987,2014
42,"236",1773671,23099,2014
42,"2361",1572541,20714,2014
42,"237",128190,1218,2014
42,"2371",6525,121,2014
42,"2372",72065,347,2014
42,"23721",72065,347,2014
42,"2373",6726,109,2014
42,"23731",6726,109,2014
42,"2379",23812,356,2014
42,"23799",23812,356,2014
42,"238",3662085,68630,2014
42,"2381",572229,9765,2014
42,"2382",705789,12313,2014
42,"23821",275174,5746,2014
42,"23822",384882,5757,2014
42,"23829",39129,682,2014
42,"2383",1198526,25470,2014
42,"2389",1184669,21058,2014
42,"484",1699133,15127,2014
42,"4841",1571841,13706,2014
42,"48411",496297,5199,2014
42,"4842",122927,1384,2014
42,"4853",241445,6879,2014
17,"23",4956828,91574,2015
17,"236",2076032,31780,2015
17,"2361",1878803,29089,2015
17,"237",91801,1074,2015
17,"2371",7695,122,2015
17,"2372",37032,241,2015
17,"23721",37032,241,2015
17,"2373",7670,162,2015
17,"23731",7670,162,2015
17,"2379",24918,362,2015
17,"23799",24918,362,2015
17,"238",2785318,58667,2015
17,"2381",411685,8066,2015
17,"2382",563789,11121,2015
17,"23821",219209,5029,2015
17,"23822",303750,5346,2015
17,"23829",33256,610,2015
17,"2383",987498,23630,2015
17,"2389",821969,15837,2015
17,"484",3305236,40487,2015
17,"4841",3193103,38837,2015
17,"48411",711693,9791,2015
17,"4842",105524,1590,2015
17,"4853",855700,36629,2015
30,"23",759396,12196,2015
30,"236",327534,4128,2015
30,"2361",297416,3783,2015
30,"237",23610,231,2015
30,"2372",8370,40,2015
30,"23721",8370,40,2015
30,"2379",6346,98,2015
30,"23799",6346,98,2015
30,"238",404062,7787,2015
30,"2381",74811,1162,2015
30,"2382",50620,876,2015
30,"23821",19242,387,2015
30,"23829",4152,69,2015
30,"2383",133776,2987,2015
30,"2389",141637,2700,2015
30,"484",184847,1714,2015
30,"4841",166334,1507,2015
30,"48411",44557,543,2015
30,"4842",14365,165,2015
30,"23822",23949,345,2015
30,"2373",2521,14,2015
30,"23731",2521,14,2015
30,"2371",979,14,2015
30,"4853",444,35,2015
39,"23",5091186,90186,2015
39,"236",1607417,21873,2015
39,"2361",1370723,18797,2015
39,"237",125577,1297,2015
39,"2371",15044,177,2015
39,"2373",8503,146,2015
39,"23731",8503,146,2015
39,"2379",24125,378,2015
39,"23799",24125,378,2015
39,"238",3357022,67005,2015
39,"2381",717308,12125,2015
39,"2382",477971,9463,2015
39,"23821",159131,3887,2015
39,"23822",274065,4782,2015
39,"23829",42104,742,2015
39,"2383",1139633,26400,2015
39,"2389",1022103,19016,2015
39,"484",2088067,21357,2015
39,"4841",1956080,19495,2015
39,"48411",503311,5934,2015
39,"4842",131738,1857,2015
39,"4853",112722,7576,2015
39,"2372",62175,343,2015
39,"23721",62175,343,2015
42,"23",5722158,92934,2015
42,"236",1858455,23344,2015
42,"2361",1646502,20978,2015
42,"237",125576,1148,2015
42,"2371",7654,146,2015
42,"2372",74626,347,2015
42,"23721",74626,347,2015
42,"2373",10300,164,2015
42,"23731",10300,164,2015
42,"2379",24433,349,2015
42,"23799",24433,349,2015
42,"238",3735867,68415,2015
42,"2381",580113,9682,2015
42,"2382",726375,12365,2015
42,"23821",278849,5773,2015
42,"23822",396596,5749,2015
42,"23829",48263,813,2015
42,"2383",1215825,25267,2015
42,"2389",1213208,21094,2015
42,"484",1690849,15998,2015
42,"4841",1566656,14621,2015
42,"48411",496676,5388,2015
42,"4842",124165,1374,2015
42,"4853",286025,13216,2015
17,"23",5062641,92110,2016
17,"236",2161748,32315,2016
17,"2361",1974150,29737,2016
17,"237",81938,1004,2016
17,"2371",7502,131,2016
17,"2372",36338,227,2016
17,"23721",36338,227,2016
17,"2373",7129,174,2016
17,"23731",7129,174,2016
17,"238",2813197,58733,2016
17,"2381",428091,8075,2016
17,"2382",568359,11055,2016
17,"23821",218834,4974,2016
17,"23822",307554,5338,2016
17,"23829",35181,612,2016
17,"2383",986248,23674,2016
17,"2389",830296,15921,2016
17,"484",3267969,41444,2016
17,"4841",3160232,39777,2016
17,"48411",673679,9824,2016
17,"4842",103048,1606,2016
17,"4853",1014934,51005,2016
17,"2379",16875,297,2016
17,"23799",16875,297,2016
30,"23",773672,12495,2016
30,"236",348818,4290,2016
30,"2361",322226,3924,2016
30,"237",26490,248,2016
30,"2372",9359,46,2016
30,"23721",9359,46,2016
30,"2379",7384,87,2016
30,"23799",7384,87,2016
30,"238",395568,7913,2016
30,"2381",75250,1215,2016
30,"2382",50335,874,2016
30,"23821",18411,385,2016
30,"23822",22971,329,2016
30,"23829",5122,78,2016
30,"2383",129231,2971,2016
30,"2389",135542,2782,2016
30,"484",173906,1694,2016
30,"4841",159258,1495,2016
30,"48411",44539,521,2016
30,"4842",11185,154,2016
30,"2373",2353,32,2016
30,"23731",2353,32,2016
30,"4853",1339,247,2016
30,"2371",1359,12,2016
39,"23",5235253,90050,2016
39,"236",1698964,21909,2016
39,"2361",1440067,18941,2016
39,"237",121835,1187,2016
39,"2371",11355,157,2016
39,"2373",5541,113,2016
39,"23731",5541,113,2016
39,"2379",25365,328,2016
39,"23799",25365,328,2016
39,"238",3411174,66925,2016
39,"2381",727492,12032,2016
39,"2382",478558,9505,2016
39,"23821",155565,3958,2016
39,"23822",279465,4723,2016
39,"23829",39738,765,2016
39,"2383",1177804,26065,2016
39,"2389",1027320,19323,2016
39,"484",2069994,21552,2016
39,"4841",1949449,19776,2016
39,"48411",505704,5858,2016
39,"4842",120501,1774,2016
39,"4853",154133,12260,2016
39,"2372",61742,347,2016
39,"23721",61742,347,2016
42,"23",5803543,93241,2016
42,"236",1907267,23563,2016
42,"2361",1688973,21170,2016
42,"237",117048,1126,2016
42,"2372",61447,309,2016
42,"23721",61447,309,2016
42,"2373",8780,148,2016
42,"23731",8780,148,2016
42,"2379",25386,350,2016
42,"23799",25386,350,2016
42,"238",3778858,68545,2016
42,"2381",590783,9754,2016
42,"2382",733282,12412,2016
42,"23821",280025,5815,2016
42,"23822",405497,5772,2016
42,"23829",44740,792,2016
42,"2383",1233087,25165,2016
42,"2389",1221237,21204,2016
42,"484",1657219,16315,2016
42,"4841",1532335,14901,2016
42,"48411",491611,5358,2016
42,"4842",124816,1413,2016
42,"4853",364746,22461,2016
42,"2371",8601,152,2016
17,"23",5181238,90338,2017
17,"236",2234786,32398,2017
17,"2361",2027274,29909,2017
17,"237",76149,966,2017
17,"2371",8660,149,2017
17,"2372",31196,202,2017
17,"23721",31196,202,2017
17,"2373",8866,149,2017
17,"23731",8866,149,2017
17,"238",2863342,56901,2017
17,"2381",425743,7772,2017
17,"2382",586750,10950,2017
17,"23821",222710,4932,2017
17,"23822",319449,5295,2017
17,"23829",37551,594,2017
17,"2383",1000967,22569,2017
17,"2389",849285,15589,2017
17,"484",3566657,42842,2017
17,"4841",3451223,41090,2017
17,"48411",728289,10048,2017
17,"4842",112026,1706,2017
17,"4853",1213121,61959,2017
17,"2379",16834,282,2017
17,"23799",16834,282,2017
30,"23",810972,12548,2017
30,"236",358996,4327,2017
30,"2361",328463,3955,2017
30,"237",26273,222,2017
30,"2372",12153,46,2017
30,"23721",12153,46,2017
30,"2379",7374,101,2017
30,"23799",7374,101,2017
30,"238",420522,7946,2017
30,"2381",74849,1178,2017
30,"2382",51214,861,2017
30,"23821",17723,355,2017
30,"23829",4630,78,2017
30,"2383",138392,2961,2017
30,"2389",152229,2870,2017
30,"484",192670,1706,2017
30,"4841",176075,1511,2017
30,"48411",51487,542,2017
30,"4842",12659,152,2017
30,"23822",25687,364,2017
30,"4853",5229,562,2017
30,"2373",1205,16,2017
30,"23731",1205,16,2017
30,"2371",996,5,2017
39,"23",5491284,89566,2017
39,"236",1779034,22030,2017
39,"2361",1522629,19039,2017
39,"237",124453,1120,2017
39,"2371",12059,160,2017
39,"2373",5025,101,2017
39,"23731",5025,101,2017
39,"2379",21339,285,2017
39,"23799",21339,285,2017
39,"238",3585551,66387,2017
39,"2381",775877,11743,2017
39,"2382",486279,9225,2017
39,"23821",155014,3805,2017
39,"23822",283758,4642,2017
39,"23829",43938,708,2017
39,"2383",1222625,25717,2017
39,"2389",1100770,19702,2017
39,"484",2392411,22860,2017
39,"4841",2256778,20997,2017
39,"48411",526224,5861,2017
39,"4842",133207,1848,2017
39,"4853",219726,17696,2017
39,"2372",66492,319,2017
39,"23721",66492,319,2017
42,"23",5917946,92321,2017
42,"236",1955849,23616,2017
42,"2361",1741570,21213,2017
42,"237",116097,1124,2017
42,"2372",63725,295,2017
42,"23721",63725,295,2017
42,"2373",9680,143,2017
42,"23731",9680,143,2017
42,"2379",22078,344,2017
42,"23799",22078,344,2017
42,"238",3845357,67569,2017
42,"2381",592244,9129,2017
42,"2382",736689,12190,2017
42,"23821",282703,5695,2017
42,"23822",405920,5667,2017
42,"23829",45718,799,2017
42,"2383",1249798,24695,2017
42,"2389",1266297,21547,2017
42,"484",1848213,17235,2017
42,"4841",1723265,15803,2017
42,"48411",529477,5564,2017
42,"4842",123645,1418,2017
42,"4853",488534,32007,2017
42,"2371",9661,175,2017
17,"23",5305315,91482,2018
17,"236",2269124,33280,2018
17,"2361",2080214,30798,2018
17,"237",83708,977,2018
17,"238",2950332,57196,2018
17,"2381",445003,7841,2018
17,"2382",606835,11151,2018
17,"23821",227521,4958,2018
17,"23822",333809,5470,2018
17,"23829",39164,623,2018
17,"2383",1033933,22637,2018
17,"2389",864170,15560,2018
17,"484",3926136,45561,2018
17,"4841",3794911,43523,2018
17,"48411",829102,10743,2018
17,"4842",129215,2014,2018
17,"4853",1573491,69819,2018
17,"2379",20169,311,2018
17,"23799",20169,311,2018
17,"2371",9074,135,2018
17,"2372",35814,204,2018
17,"23721",35814,204,2018
17,"2373",5963,145,2018
17,"23731",5963,145,2018
30,"23",870036,13128,2018
30,"236",385474,4550,2018
30,"2361",351457,4175,2018
30,"237",29647,259,2018
30,"2372",8367,47,2018
30,"23721",8367,47,2018
30,"2379",10338,115,2018
30,"23799",10338,115,2018
30,"238",452394,8285,2018
30,"2381",82851,1246,2018
30,"2382",52238,851,2018
30,"2383",152142,3165,2018
30,"2389",162716,2989,2018
30,"484",208406,1717,2018
30,"4841",189259,1502,2018
30,"48411",52439,533,2018
30,"23821",18011,356,2018
30,"4842",16418,188,2018
30,"23822",25707,337,2018
30,"2373",3494,25,2018
30,"23731",3494,25,2018
30,"23829",5081,88,2018
30,"4853",8903,833,2018
30,"2371",1898,16,2018
39,"23",5796599,91908,2018
39,"236",1897693,23530,2018
39,"2361",1621119,20560,2018
39,"237",124109,1117,2018
39,"2371",17243,192,2018
39,"2379",25102,318,2018
39,"23799",25102,318,2018
39,"238",3774548,67250,2018
39,"2381",829421,11836,2018
39,"2382",518765,9477,2018
39,"23821",164915,3842,2018
39,"23822",302630,4819,2018
39,"2383",1284116,26040,2018
39,"2389",1142246,19897,2018
39,"484",2750932,24520,2018
39,"4841",2602428,22494,2018
39,"48411",589041,6169,2018
39,"4842",147477,2019,2018
39,"4853",311728,22540,2018
39,"2372",59401,309,2018
39,"23721",59401,309,2018
39,"23829",50101,782,2018
39,"2373",9422,124,2018
39,"23731",9422,124,2018
42,"23",6142693,93947,2018
42,"236",2018242,24632,2018
42,"2361",1800684,22306,2018
42,"237",108283,1074,2018
42,"2372",54383,277,2018
42,"23721",54383,277,2018
42,"2373",10689,146,2018
42,"23731",10689,146,2018
42,"238",4015634,68232,2018
42,"2381",633679,9370,2018
42,"2382",785391,12532,2018
42,"23821",301478,5809,2018
42,"23822",436151,5912,2018
42,"23829",47010,795,2018
42,"2383",1301000,24745,2018
42,"2389",1295184,21580,2018
42,"484",2114297,19070,2018
42,"4841",1980591,17443,2018
42,"48411",580100,5793,2018
42,"4842",133650,1625,2018
42,"4853",694266,40846,2018
42,"2371",11384,168,2018
42,"2379",21876,345,2018
42,"23799",21876,345,2018
